k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
8,15,0,0,15,15,0.7,25,5,67.30072463768117,0.6118029108803893,0.2116934556272087,-6.632089048363346
8,15,0,0,15,15,1.0,0,0,67.21014492753623,0.6116465926192984,0.21152789263712132,-6.633273953685616
8,15,0,0,15,15,1.0,0,5,67.3913043478261,0.6113818651582299,0.2114204248560561,-6.608741480725474
8,15,0,0,15,15,1.0,10,0,67.11956521739131,0.6117607452549519,0.2116115857210885,-6.6465928691440235
8,15,0,0,15,15,1.0,10,5,67.30072463768117,0.611489786372377,0.2115012390640306,-6.621895389772124
8,15,0,0,15,15,1.0,25,0,66.93840579710145,0.6120834928073837,0.21180842166212843,-6.675164229234061
8,15,0,0,15,15,1.0,25,5,67.30072463768117,0.6118029108803893,0.2116934556272087,-6.632089048363346
8,15,0,0,15,35,0.4,0,0,67.93478260869566,0.6102557387707449,0.21101465988394563,-6.52915404465422
8,15,0,0,15,35,0.4,0,5,67.93478260869566,0.6100235176986429,0.21091703649605814,-6.523391340561904
8,15,0,0,15,35,0.4,10,0,67.57246376811594,0.6103701247800682,0.211098716288811,-6.569663272981391
8,15,0,0,15,35,0.4,10,5,67.57246376811594,0.6101317307487784,0.21099829956450664,-6.563739451758899
8,15,0,0,15,35,0.4,25,0,67.3913043478261,0.6106905689559683,0.21129292468055513,-6.598111104087343
8,15,0,0,15,35,0.4,25,5,67.30072463768117,0.6104426455157217,0.21118803807996547,-6.600990223556275
8,15,0,0,15,35,0.7,0,0,67.93478260869566,0.6102557387707449,0.21101465988394563,-6.52915404465422
8,15,0,0,15,35,0.7,0,5,67.93478260869566,0.6100235176986429,0.21091703649605814,-6.523391340561904
8,15,0,0,15,35,0.7,10,0,67.57246376811594,0.6103701247800682,0.211098716288811,-6.569663272981391
8,15,0,0,15,35,0.7,10,5,67.57246376811594,0.6101317307487784,0.21099829956450664,-6.563739451758899
8,15,0,0,15,35,0.7,25,0,67.3913043478261,0.6106905689559683,0.21129292468055513,-6.598111104087343
8,15,0,0,15,35,0.7,25,5,67.30072463768117,0.6104426455157217,0.21118803807996547,-6.600990223556275
8,15,0,0,15,35,1.0,0,0,67.93478260869566,0.6102557387707449,0.21101465988394563,-6.52915404465422
8,15,0,0,15,35,1.0,0,5,67.93478260869566,0.6100235176986429,0.21091703649605814,-6.523391340561904
8,15,0,0,15,35,1.0,10,0,67.57246376811594,0.6103701247800682,0.211098716288811,-6.569663272981391
8,15,0,0,15,35,1.0,10,5,67.57246376811594,0.6101317307487784,0.21099829956450664,-6.563739451758899
8,15,0,0,15,35,1.0,25,0,67.3913043478261,0.6106905689559683,0.21129292468055513,-6.598111104087343
8,15,0,0,15,35,1.0,25,5,67.30072463768117,0.6104426455157217,0.21118803807996547,-6.600990223556275
8,15,0,0,35,0,0.4,0,0,66.57608695652173,0.6141060052800359,0.2127495293526924,-6.765220520695808
8,15,0,0,35,0,0.4,0,5,66.66666666666666,0.613804347554739,0.2126243201971596,-6.74874092165763
8,15,0,0,35,0,0.4,10,0,66.57608695652173,0.6142138379223803,0.21283110778503386,-6.769346319128223
8,15,0,0,35,0,0.4,10,5,66.57608695652173,0.613905952853502,0.2127031087558983,-6.761763277411774
8,15,0,0,35,0,0.4,25,0,66.21376811594203,0.6145276309806724,0.21302536716806078,-6.815858922973607
8,15,0,0,35,0,0.4,25,5,66.39492753623189,0.6142101328991043,0.21289288546400284,-6.789903728129758
8,15,0,0,35,0,0.7,0,0,66.57608695652173,0.6141060052800359,0.2127495293526924,-6.765220520695808
8,15,0,0,35,0,0.7,0,5,66.66666666666666,0.613804347554739,0.2126243201971596,-6.74874092165763
8,15,0,0,35,0,0.7,10,0,66.57608695652173,0.6142138379223803,0.21283110778503386,-6.769346319128223
8,15,0,0,35,0,0.7,10,5,66.57608695652173,0.613905952853502,0.2127031087558983,-6.761763277411774
8,15,0,0,35,0,0.7,25,0,66.21376811594203,0.6145276309806724,0.21302536716806078,-6.815858922973607
8,15,0,0,35,0,0.7,25,5,66.39492753623189,0.6142101328991043,0.21289288546400284,-6.789903728129758
8,15,0,0,35,0,1.0,0,0,66.57608695652173,0.6141060052800359,0.2127495293526924,-6.765220520695808
8,15,0,0,35,0,1.0,0,5,66.66666666666666,0.613804347554739,0.2126243201971596,-6.74874092165763
8,15,0,0,35,0,1.0,10,0,66.57608695652173,0.6142138379223803,0.21283110778503386,-6.769346319128223
8,15,0,0,35,0,1.0,10,5,66.57608695652173,0.613905952853502,0.2127031087558983,-6.761763277411774
8,15,0,0,35,0,1.0,25,0,66.21376811594203,0.6145276309806724,0.21302536716806078,-6.815858922973607
8,15,0,0,35,0,1.0,25,5,66.39492753623189,0.6142101328991043,0.21289288546400284,-6.789903728129758
8,15,0,0,35,15,0.4,0,0,66.66666666666666,0.6109562584564776,0.21136255521296954,-6.675485609503937
8,15,0,0,35,15,0.4,0,5,66.84782608695652,0.6106831946281442,0.21124920897274263,-6.650651307239208
8,15,0,0,35,15,0.4,10,0,66.30434782608695,0.6110659526603881,0.21144630679429882,-6.715945110446363
8,15,0,0,35,15,0.4,10,5,66.57608695652173,0.6107866720839735,0.21133018793683989,-6.681892198493211
8,15,0,0,35,15,0.4,25,0,66.48550724637681,0.6113810747246636,0.21164228870183618,-6.708189421233074
8,15,0,0,35,15,0.4,25,5,66.66666666666666,0.6110921980295851,0.21152172171321887,-6.682939786098769
8,15,0,0,35,15,0.7,0,0,66.66666666666666,0.6109562584564776,0.21136255521296954,-6.675485609503937
8,15,0,0,35,15,0.7,0,5,66.84782608695652,0.6106831946281442,0.21124920897274263,-6.650651307239208
8,15,0,0,35,15,0.7,10,0,66.30434782608695,0.6110659526603881,0.21144630679429882,-6.715945110446363
8,15,0,0,35,15,0.7,10,5,66.57608695652173,0.6107866720839735,0.21133018793683989,-6.681892198493211
8,15,0,0,35,15,0.7,25,0,66.48550724637681,0.6113810747246636,0.21164228870183618,-6.708189421233074
8,15,0,0,35,15,0.7,25,5,66.66666666666666,0.6110921980295851,0.21152172171321887,-6.682939786098769
8,15,0,0,35,15,1.0,0,0,66.66666666666666,0.6109562584564776,0.21136255521296954,-6.675485609503937
8,15,0,0,35,15,1.0,0,5,66.84782608695652,0.6106831946281442,0.21124920897274263,-6.650651307239208
8,15,0,0,35,15,1.0,10,0,66.30434782608695,0.6110659526603881,0.21144630679429882,-6.715945110446363
8,15,0,0,35,15,1.0,10,5,66.57608695652173,0.6107866720839735,0.21133018793683989,-6.681892198493211
8,15,0,0,35,15,1.0,25,0,66.48550724637681,0.6113810747246636,0.21164228870183618,-6.708189421233074
8,15,0,0,35,15,1.0,25,5,66.66666666666666,0.6110921980295851,0.21152172171321887,-6.682939786098769
8,15,0,0,35,35,0.4,0,0,67.30072463768117,0.6094982262801609,0.21078649324345067,-6.577373076211197
8,15,0,0,35,35,0.4,0,5,67.11956521739131,0.6092575979375134,0.2106827700402556,-6.5894150633712
8,15,0,0,35,35,0.4,10,0,66.84782608695652,0.6096092808374994,0.21087212191193844,-6.626976514481882
8,15,0,0,35,35,0.4,10,5,66.7572463768116,0.6093624957659568,0.21076570466029224,-6.629803514858185
